"val 0,0
","val 0,1
","val 0,2
","val 0,3
","val 0,4
"
"val 377,0
","val 377,1
","val 377,2
","val 377,3
","val 377,4
"
"val 378,0
","val 378,1
","val 378,2
","val 378,3
","val 378,4
"
"val 379,0
","val 379,1
","val 379,2
","val 379,3
","val 379,4
"
"val 380,0
","val 380,1
","val 380,2
","val 380,3
","val 380,4
"
"val 381,0
","val 381,1
","val 381,2
","val 381,3
","val 381,4
"
"val 382,0
","val 382,1
","val 382,2
","val 382,3
","val 382,4
"
"val 383,0
","val 383,1
","val 383,2
","val 383,3
","val 383,4
"
"val 384,0
","val 384,1
","val 384,2
","val 384,3
","val 384,4
"
"val 385,0
","val 385,1
","val 385,2
","val 385,3
","val 385,4
"
"val 386,0
","val 386,1
","val 386,2
","val 386,3
","val 386,4
"
"val 387,0
","val 387,1
","val 387,2
","val 387,3
","val 387,4
"
"val 388,0
","val 388,1
","val 388,2
","val 388,3
","val 388,4
"
"val 389,0
","val 389,1
","val 389,2
","val 389,3
","val 389,4
"
"val 390,0
","val 390,1
","val 390,2
","val 390,3
","val 390,4
"
"val 391,0
","val 391,1
","val 391,2
","val 391,3
","val 391,4
"
"val 392,0
","val 392,1
","val 392,2
","val 392,3
","val 392,4
"
"val 393,0
","val 393,1
","val 393,2
","val 393,3
","val 393,4
"
"val 394,0
","val 394,1
","val 394,2
","val 394,3
","val 394,4
"
"val 395,0
","val 395,1
","val 395,2
","val 395,3
","val 395,4
"
"val 396,0
","val 396,1
","val 396,2
","val 396,3
","val 396,4
"
"val 397,0
","val 397,1
","val 397,2
","val 397,3
","val 397,4
"
"val 398,0
","val 398,1
","val 398,2
","val 398,3
","val 398,4
"
"val 399,0
","val 399,1
","val 399,2
","val 399,3
","val 399,4
"
"val 400,0
","val 400,1
","val 400,2
","val 400,3
","val 400,4
"
"val 401,0
","val 401,1
","val 401,2
","val 401,3
","val 401,4
"
"val 402,0
","val 402,1
","val 402,2
","val 402,3
","val 402,4
"
"val 403,0
","val 403,1
","val 403,2
","val 403,3
","val 403,4
"
"val 404,0
","val 404,1
","val 404,2
","val 404,3
","val 404,4
"
"val 405,0
","val 405,1
","val 405,2
","val 405,3
","val 405,4
"
"val 406,0
","val 406,1
","val 406,2
","val 406,3
","val 406,4
"
"val 407,0
","val 407,1
","val 407,2
","val 407,3
","val 407,4
"
"val 408,0
","val 408,1
","val 408,2
","val 408,3
","val 408,4
"
"val 409,0
","val 409,1
","val 409,2
","val 409,3
","val 409,4
"
"val 410,0
","val 410,1
","val 410,2
","val 410,3
","val 410,4
"
"val 411,0
","val 411,1
","val 411,2
","val 411,3
","val 411,4
"
"val 412,0
","val 412,1
","val 412,2
","val 412,3
","val 412,4
"
"val 413,0
","val 413,1
","val 413,2
","val 413,3
","val 413,4
"
"val 414,0
","val 414,1
","val 414,2
","val 414,3
","val 414,4
"
"val 415,0
","val 415,1
","val 415,2
","val 415,3
","val 415,4
"
"val 416,0
","val 416,1
","val 416,2
","val 416,3
","val 416,4
"
"val 417,0
","val 417,1
","val 417,2
","val 417,3
","val 417,4
"
"val 418,0
","val 418,1
","val 418,2
","val 418,3
","val 418,4
"
"val 419,0
","val 419,1
","val 419,2
","val 419,3
","val 419,4
"
"val 420,0
","val 420,1
","val 420,2
","val 420,3
","val 420,4
"
"val 421,0
","val 421,1
","val 421,2
","val 421,3
","val 421,4
"
"val 422,0
","val 422,1
","val 422,2
","val 422,3
","val 422,4
"
"val 423,0
","val 423,1
","val 423,2
","val 423,3
","val 423,4
"
"val 424,0
","val 424,1
","val 424,2
","val 424,3
","val 424,4
"
"val 425,0
","val 425,1
","val 425,2
","val 425,3
","val 425,4
"
"val 426,0
","val 426,1
","val 426,2
","val 426,3
","val 426,4
"
"val 427,0
","val 427,1
","val 427,2
","val 427,3
","val 427,4
"
"val 428,0
","val 428,1
","val 428,2
","val 428,3
","val 428,4
"
"val 429,0
","val 429,1
","val 429,2
","val 429,3
","val 429,4
"
"val 430,0
","val 430,1
","val 430,2
","val 430,3
","val 430,4
"
"val 431,0
","val 431,1
","val 431,2
","val 431,3
","val 431,4
"
"val 432,0
","val 432,1
","val 432,2
","val 432,3
","val 432,4
"
"val 433,0
","val 433,1
","val 433,2
","val 433,3
","val 433,4
"
"val 434,0
","val 434,1
","val 434,2
","val 434,3
","val 434,4
"
"val 435,0
","val 435,1
","val 435,2
","val 435,3
","val 435,4
"
"val 436,0
","val 436,1
","val 436,2
","val 436,3
","val 436,4
"
"val 437,0
","val 437,1
","val 437,2
","val 437,3
","val 437,4
"
"val 438,0
","val 438,1
","val 438,2
","val 438,3
","val 438,4
"
"val 439,0
","val 439,1
","val 439,2
","val 439,3
","val 439,4
"
"val 440,0
","val 440,1
","val 440,2
","val 440,3
","val 440,4
"
"val 441,0
","val 441,1
","val 441,2
","val 441,3
","val 441,4
"
"val 442,0
","val 442,1
","val 442,2
","val 442,3
","val 442,4
"
"val 443,0
","val 443,1
","val 443,2
","val 443,3
","val 443,4
"
"val 444,0
","val 444,1
","val 444,2
","val 444,3
","val 444,4
"
"val 445,0
","val 445,1
","val 445,2
","val 445,3
","val 445,4
"
"val 446,0
","val 446,1
","val 446,2
","val 446,3
","val 446,4
"
"val 447,0
","val 447,1
","val 447,2
","val 447,3
","val 447,4
"
"val 448,0
","val 448,1
","val 448,2
","val 448,3
","val 448,4
"
"val 449,0
","val 449,1
","val 449,2
","val 449,3
","val 449,4
"
"val 450,0
","val 450,1
","val 450,2
","val 450,3
","val 450,4
"
"val 451,0
","val 451,1
","val 451,2
","val 451,3
","val 451,4
"
"val 452,0
","val 452,1
","val 452,2
","val 452,3
","val 452,4
"
"val 453,0
","val 453,1
","val 453,2
","val 453,3
","val 453,4
"
"val 454,0
","val 454,1
","val 454,2
","val 454,3
","val 454,4
"
"val 455,0
","val 455,1
","val 455,2
","val 455,3
","val 455,4
"
"val 456,0
","val 456,1
","val 456,2
","val 456,3
","val 456,4
"
"val 457,0
","val 457,1
","val 457,2
","val 457,3
","val 457,4
"
"val 458,0
","val 458,1
","val 458,2
","val 458,3
","val 458,4
"
"val 459,0
","val 459,1
","val 459,2
","val 459,3
","val 459,4
"
"val 460,0
","val 460,1
","val 460,2
","val 460,3
","val 460,4
"
"val 461,0
","val 461,1
","val 461,2
","val 461,3
","val 461,4
"
"val 462,0
","val 462,1
","val 462,2
","val 462,3
","val 462,4
"
"val 463,0
","val 463,1
","val 463,2
","val 463,3
","val 463,4
"
"val 464,0
","val 464,1
","val 464,2
","val 464,3
","val 464,4
"
"val 465,0
","val 465,1
","val 465,2
","val 465,3
","val 465,4
"
"val 466,0
","val 466,1
","val 466,2
","val 466,3
","val 466,4
"
"val 467,0
","val 467,1
","val 467,2
","val 467,3
","val 467,4
"
"val 468,0
","val 468,1
","val 468,2
","val 468,3
","val 468,4
"
"val 469,0
","val 469,1
","val 469,2
","val 469,3
","val 469,4
"
"val 470,0
","val 470,1
","val 470,2
","val 470,3
","val 470,4
"
"val 471,0
","val 471,1
","val 471,2
","val 471,3
","val 471,4
"
"val 472,0
","val 472,1
","val 472,2
","val 472,3
","val 472,4
"
"val 473,0
","val 473,1
","val 473,2
","val 473,3
","val 473,4
"
"val 474,0
","val 474,1
","val 474,2
","val 474,3
","val 474,4
"
"val 475,0
","val 475,1
","val 475,2
","val 475,3
","val 475,4
"
"val 476,0
","val 476,1
","val 476,2
","val 476,3
","val 476,4
"
"val 477,0
","val 477,1
","val 477,2
","val 477,3
","val 477,4
"
"val 478,0
","val 478,1
","val 478,2
","val 478,3
","val 478,4
"
"val 479,0
","val 479,1
","val 479,2
","val 479,3
","val 479,4
"
"val 480,0
","val 480,1
","val 480,2
","val 480,3
","val 480,4
"
"val 481,0
","val 481,1
","val 481,2
","val 481,3
","val 481,4
"
"val 482,0
","val 482,1
","val 482,2
","val 482,3
","val 482,4
"
"val 483,0
","val 483,1
","val 483,2
","val 483,3
","val 483,4
"
"val 484,0
","val 484,1
","val 484,2
","val 484,3
","val 484,4
"
"val 485,0
","val 485,1
","val 485,2
","val 485,3
","val 485,4
"
"val 486,0
","val 486,1
","val 486,2
","val 486,3
","val 486,4
"
"val 487,0
","val 487,1
","val 487,2
","val 487,3
","val 487,4
"
"val 488,0
","val 488,1
","val 488,2
","val 488,3
","val 488,4
"
"val 489,0
","val 489,1
","val 489,2
","val 489,3
","val 489,4
"
"val 490,0
","val 490,1
","val 490,2
","val 490,3
","val 490,4
"
"val 491,0
","val 491,1
","val 491,2
","val 491,3
","val 491,4
"
"val 492,0
","val 492,1
","val 492,2
","val 492,3
","val 492,4
"
"val 493,0
","val 493,1
","val 493,2
","val 493,3
","val 493,4
"
"val 494,0
","val 494,1
","val 494,2
","val 494,3
","val 494,4
"
"val 495,0
","val 495,1
","val 495,2
","val 495,3
","val 495,4
"
"val 496,0
","val 496,1
","val 496,2
","val 496,3
","val 496,4
"
"val 497,0
","val 497,1
","val 497,2
","val 497,3
","val 497,4
"
"val 498,0
","val 498,1
","val 498,2
","val 498,3
","val 498,4
"
"val 499,0
","val 499,1
","val 499,2
","val 499,3
","val 499,4
"
"val 500,0
","val 500,1
","val 500,2
","val 500,3
","val 500,4
"
"val 501,0
","val 501,1
","val 501,2
","val 501,3
","val 501,4
"
"val 502,0
","val 502,1
","val 502,2
","val 502,3
","val 502,4
"
"val 503,0
","val 503,1
","val 503,2
","val 503,3
","val 503,4
"
"val 504,0
","val 504,1
","val 504,2
","val 504,3
","val 504,4
"
"val 505,0
","val 505,1
","val 505,2
","val 505,3
","val 505,4
"
"val 506,0
","val 506,1
","val 506,2
","val 506,3
","val 506,4
"
"val 507,0
","val 507,1
","val 507,2
","val 507,3
","val 507,4
"
"val 508,0
","val 508,1
","val 508,2
","val 508,3
","val 508,4
"
"val 509,0
","val 509,1
","val 509,2
","val 509,3
","val 509,4
"
"val 510,0
","val 510,1
","val 510,2
","val 510,3
","val 510,4
"
"val 511,0
","val 511,1
","val 511,2
","val 511,3
","val 511,4
"
"val 512,0
","val 512,1
","val 512,2
","val 512,3
","val 512,4
"
"val 513,0
","val 513,1
","val 513,2
","val 513,3
","val 513,4
"
"val 514,0
","val 514,1
","val 514,2
","val 514,3
","val 514,4
"
"val 515,0
","val 515,1
","val 515,2
","val 515,3
","val 515,4
"
"val 516,0
","val 516,1
","val 516,2
","val 516,3
","val 516,4
"
"val 517,0
","val 517,1
","val 517,2
","val 517,3
","val 517,4
"
"val 518,0
","val 518,1
","val 518,2
","val 518,3
","val 518,4
"
"val 519,0
","val 519,1
","val 519,2
","val 519,3
","val 519,4
"
"val 520,0
","val 520,1
","val 520,2
","val 520,3
","val 520,4
"
"val 521,0
","val 521,1
","val 521,2
","val 521,3
","val 521,4
"
"val 522,0
","val 522,1
","val 522,2
","val 522,3
","val 522,4
"
"val 523,0
","val 523,1
","val 523,2
","val 523,3
","val 523,4
"
"val 524,0
","val 524,1
","val 524,2
","val 524,3
","val 524,4
"
"val 525,0
","val 525,1
","val 525,2
","val 525,3
","val 525,4
"
"val 526,0
","val 526,1
","val 526,2
","val 526,3
","val 526,4
"
"val 527,0
","val 527,1
","val 527,2
","val 527,3
","val 527,4
"
"val 528,0
","val 528,1
","val 528,2
","val 528,3
","val 528,4
"
"val 529,0
","val 529,1
","val 529,2
","val 529,3
","val 529,4
"
"val 530,0
","val 530,1
","val 530,2
","val 530,3
","val 530,4
"
"val 531,0
","val 531,1
","val 531,2
","val 531,3
","val 531,4
"
"val 532,0
","val 532,1
","val 532,2
","val 532,3
","val 532,4
"
"val 533,0
","val 533,1
","val 533,2
","val 533,3
","val 533,4
"
"val 534,0
","val 534,1
","val 534,2
","val 534,3
","val 534,4
"
"val 535,0
","val 535,1
","val 535,2
","val 535,3
","val 535,4
"
"val 536,0
","val 536,1
","val 536,2
","val 536,3
","val 536,4
"
"val 537,0
","val 537,1
","val 537,2
","val 537,3
","val 537,4
"
"val 538,0
","val 538,1
","val 538,2
","val 538,3
","val 538,4
"
"val 539,0
","val 539,1
","val 539,2
","val 539,3
","val 539,4
"
"val 540,0
","val 540,1
","val 540,2
","val 540,3
","val 540,4
"
"val 541,0
","val 541,1
","val 541,2
","val 541,3
","val 541,4
"
"val 542,0
","val 542,1
","val 542,2
","val 542,3
","val 542,4
"
"val 543,0
","val 543,1
","val 543,2
","val 543,3
","val 543,4
"
"val 544,0
","val 544,1
","val 544,2
","val 544,3
","val 544,4
"
"val 545,0
","val 545,1
","val 545,2
","val 545,3
","val 545,4
"
"val 546,0
","val 546,1
","val 546,2
","val 546,3
","val 546,4
"
"val 547,0
","val 547,1
","val 547,2
","val 547,3
","val 547,4
"
"val 548,0
","val 548,1
","val 548,2
","val 548,3
","val 548,4
"
"val 549,0
","val 549,1
","val 549,2
","val 549,3
","val 549,4
"
"val 550,0
","val 550,1
","val 550,2
","val 550,3
","val 550,4
"
"val 551,0
","val 551,1
","val 551,2
","val 551,3
","val 551,4
"
"val 552,0
","val 552,1
","val 552,2
","val 552,3
","val 552,4
"
"val 553,0
","val 553,1
","val 553,2
","val 553,3
","val 553,4
"
"val 554,0
","val 554,1
","val 554,2
","val 554,3
","val 554,4
"
"val 555,0
","val 555,1
","val 555,2
","val 555,3
","val 555,4
"
"val 556,0
","val 556,1
","val 556,2
","val 556,3
","val 556,4
"
"val 557,0
","val 557,1
","val 557,2
","val 557,3
","val 557,4
"
"val 558,0
","val 558,1
","val 558,2
","val 558,3
","val 558,4
"
"val 559,0
","val 559,1
","val 559,2
","val 559,3
","val 559,4
"
"val 560,0
","val 560,1
","val 560,2
","val 560,3
","val 560,4
"
"val 561,0
","val 561,1
","val 561,2
","val 561,3
","val 561,4
"
"val 562,0
","val 562,1
","val 562,2
","val 562,3
","val 562,4
"
"val 563,0
","val 563,1
","val 563,2
","val 563,3
","val 563,4
"
"val 564,0
","val 564,1
","val 564,2
","val 564,3
","val 564,4
"
"val 565,0
","val 565,1
","val 565,2
","val 565,3
","val 565,4
"
"val 566,0
","val 566,1
","val 566,2
","val 566,3
","val 566,4
"
"val 567,0
","val 567,1
","val 567,2
","val 567,3
","val 567,4
"
"val 568,0
","val 568,1
","val 568,2
","val 568,3
","val 568,4
"
"val 569,0
","val 569,1
","val 569,2
","val 569,3
","val 569,4
"
"val 570,0
","val 570,1
","val 570,2
","val 570,3
","val 570,4
"
"val 571,0
","val 571,1
","val 571,2
","val 571,3
","val 571,4
"
"val 572,0
","val 572,1
","val 572,2
","val 572,3
","val 572,4
"
"val 573,0
","val 573,1
","val 573,2
","val 573,3
","val 573,4
"
"val 574,0
","val 574,1
","val 574,2
","val 574,3
","val 574,4
"
"val 575,0
","val 575,1
","val 575,2
","val 575,3
","val 575,4
"
"val 576,0
","val 576,1
","val 576,2
","val 576,3
","val 576,4
"
"val 577,0
","val 577,1
","val 577,2
","val 577,3
","val 577,4
"
"val 578,0
","val 578,1
","val 578,2
","val 578,3
","val 578,4
"
"val 579,0
","val 579,1
","val 579,2
","val 579,3
","val 579,4
"
"val 580,0
","val 580,1
","val 580,2
","val 580,3
","val 580,4
"
"val 581,0
","val 581,1
","val 581,2
","val 581,3
","val 581,4
"
"val 582,0
","val 582,1
","val 582,2
","val 582,3
","val 582,4
"
"val 583,0
","val 583,1
","val 583,2
","val 583,3
","val 583,4
"
"val 584,0
","val 584,1
","val 584,2
","val 584,3
","val 584,4
"
"val 585,0
","val 585,1
","val 585,2
","val 585,3
","val 585,4
"
"val 586,0
","val 586,1
","val 586,2
","val 586,3
","val 586,4
"
"val 587,0
","val 587,1
","val 587,2
","val 587,3
","val 587,4
"
"val 588,0
","val 588,1
","val 588,2
","val 588,3
","val 588,4
"
"val 589,0
","val 589,1
","val 589,2
","val 589,3
","val 589,4
"
"val 590,0
","val 590,1
","val 590,2
","val 590,3
","val 590,4
"
"val 591,0
","val 591,1
","val 591,2
","val 591,3
","val 591,4
"
"val 592,0
","val 592,1
","val 592,2
","val 592,3
","val 592,4
"
"val 593,0
","val 593,1
","val 593,2
","val 593,3
","val 593,4
"
"val 594,0
","val 594,1
","val 594,2
","val 594,3
","val 594,4
"
"val 595,0
","val 595,1
","val 595,2
","val 595,3
","val 595,4
"
"val 596,0
","val 596,1
","val 596,2
","val 596,3
","val 596,4
"
"val 597,0
","val 597,1
","val 597,2
","val 597,3
","val 597,4
"
"val 598,0
","val 598,1
","val 598,2
","val 598,3
","val 598,4
"
"val 599,0
","val 599,1
","val 599,2
","val 599,3
","val 599,4
"
"val 600,0
","val 600,1
","val 600,2
","val 600,3
","val 600,4
"
"val 601,0
","val 601,1
","val 601,2
","val 601,3
","val 601,4
"
"val 602,0
","val 602,1
","val 602,2
","val 602,3
","val 602,4
"
"val 603,0
","val 603,1
","val 603,2
","val 603,3
","val 603,4
"
"val 604,0
","val 604,1
","val 604,2
","val 604,3
","val 604,4
"
"val 605,0
","val 605,1
","val 605,2
","val 605,3
","val 605,4
"
"val 606,0
","val 606,1
","val 606,2
","val 606,3
","val 606,4
"
"val 607,0
","val 607,1
","val 607,2
","val 607,3
","val 607,4
"
"val 608,0
","val 608,1
","val 608,2
","val 608,3
","val 608,4
"
"val 609,0
","val 609,1
","val 609,2
","val 609,3
","val 609,4
"
"val 610,0
","val 610,1
","val 610,2
","val 610,3
","val 610,4
"
"val 611,0
","val 611,1
","val 611,2
","val 611,3
","val 611,4
"
"val 612,0
","val 612,1
","val 612,2
","val 612,3
","val 612,4
"
"val 613,0
","val 613,1
","val 613,2
","val 613,3
","val 613,4
"
"val 614,0
","val 614,1
","val 614,2
","val 614,3
","val 614,4
"
"val 615,0
","val 615,1
","val 615,2
","val 615,3
","val 615,4
"
"val 616,0
","val 616,1
","val 616,2
","val 616,3
","val 616,4
"
"val 617,0
","val 617,1
","val 617,2
","val 617,3
","val 617,4
"
"val 618,0
","val 618,1
","val 618,2
","val 618,3
","val 618,4
"
"val 619,0
","val 619,1
","val 619,2
","val 619,3
","val 619,4
"
"val 620,0
","val 620,1
","val 620,2
","val 620,3
","val 620,4
"
"val 621,0
","val 621,1
","val 621,2
","val 621,3
","val 621,4
"
"val 622,0
","val 622,1
","val 622,2
","val 622,3
","val 622,4
"
"val 623,0
","val 623,1
","val 623,2
","val 623,3
","val 623,4
"
"val 624,0
","val 624,1
","val 624,2
","val 624,3
","val 624,4
"
"val 625,0
","val 625,1
","val 625,2
","val 625,3
","val 625,4
"
"val 626,0
","val 626,1
","val 626,2
","val 626,3
","val 626,4
"
"val 627,0
","val 627,1
","val 627,2
","val 627,3
","val 627,4
"
"val 628,0
","val 628,1
","val 628,2
","val 628,3
","val 628,4
"
"val 629,0
","val 629,1
","val 629,2
","val 629,3
","val 629,4
"
"val 630,0
","val 630,1
","val 630,2
","val 630,3
","val 630,4
"
"val 631,0
","val 631,1
","val 631,2
","val 631,3
","val 631,4
"
"val 632,0
","val 632,1
","val 632,2
","val 632,3
","val 632,4
"
"val 633,0
","val 633,1
","val 633,2
","val 633,3
","val 633,4
"
"val 634,0
","val 634,1
","val 634,2
","val 634,3
","val 634,4
"
"val 635,0
","val 635,1
","val 635,2
","val 635,3
","val 635,4
"
"val 636,0
","val 636,1
","val 636,2
","val 636,3
","val 636,4
"
"val 637,0
","val 637,1
","val 637,2
","val 637,3
","val 637,4
"
"val 638,0
","val 638,1
","val 638,2
","val 638,3
","val 638,4
"
"val 639,0
","val 639,1
","val 639,2
","val 639,3
","val 639,4
"
"val 640,0
","val 640,1
","val 640,2
","val 640,3
","val 640,4
"
"val 641,0
","val 641,1
","val 641,2
","val 641,3
","val 641,4
"
"val 642,0
","val 642,1
","val 642,2
","val 642,3
","val 642,4
"
"val 643,0
","val 643,1
","val 643,2
","val 643,3
","val 643,4
"
"val 644,0
","val 644,1
","val 644,2
","val 644,3
","val 644,4
"
"val 645,0
","val 645,1
","val 645,2
","val 645,3
","val 645,4
"
"val 646,0
","val 646,1
","val 646,2
","val 646,3
","val 646,4
"
"val 647,0
","val 647,1
","val 647,2
","val 647,3
","val 647,4
"
"val 648,0
","val 648,1
","val 648,2
","val 648,3
","val 648,4
"
"val 649,0
","val 649,1
","val 649,2
","val 649,3
","val 649,4
"
"val 650,0
","val 650,1
","val 650,2
","val 650,3
","val 650,4
"
"val 651,0
","val 651,1
","val 651,2
","val 651,3
","val 651,4
"
"val 652,0
","val 652,1
","val 652,2
","val 652,3
","val 652,4
"
"val 653,0
","val 653,1
","val 653,2
","val 653,3
","val 653,4
"
"val 654,0
","val 654,1
","val 654,2
","val 654,3
","val 654,4
"
"val 655,0
","val 655,1
","val 655,2
","val 655,3
","val 655,4
"
"val 656,0
","val 656,1
","val 656,2
","val 656,3
","val 656,4
"
"val 657,0
","val 657,1
","val 657,2
","val 657,3
","val 657,4
"
"val 658,0
","val 658,1
","val 658,2
","val 658,3
","val 658,4
"
"val 659,0
","val 659,1
","val 659,2
","val 659,3
","val 659,4
"
"val 660,0
","val 660,1
","val 660,2
","val 660,3
","val 660,4
"
"val 661,0
","val 661,1
","val 661,2
","val 661,3
","val 661,4
"
"val 662,0
","val 662,1
","val 662,2
","val 662,3
","val 662,4
"
"val 663,0
","val 663,1
","val 663,2
","val 663,3
","val 663,4
"
"val 664,0
","val 664,1
","val 664,2
","val 664,3
","val 664,4
"
"val 665,0
","val 665,1
","val 665,2
","val 665,3
","val 665,4
"
"val 666,0
","val 666,1
","val 666,2
","val 666,3
","val 666,4
"
"val 667,0
","val 667,1
","val 667,2
","val 667,3
","val 667,4
"
"val 668,0
","val 668,1
","val 668,2
","val 668,3
","val 668,4
"
"val 669,0
","val 669,1
","val 669,2
","val 669,3
","val 669,4
"
"val 670,0
","val 670,1
","val 670,2
","val 670,3
","val 670,4
"
"val 671,0
","val 671,1
","val 671,2
","val 671,3
","val 671,4
"
"val 672,0
","val 672,1
","val 672,2
","val 672,3
","val 672,4
"
"val 673,0
","val 673,1
","val 673,2
","val 673,3
","val 673,4
"
"val 674,0
","val 674,1
","val 674,2
","val 674,3
","val 674,4
"
"val 675,0
","val 675,1
","val 675,2
","val 675,3
","val 675,4
"
"val 676,0
","val 676,1
","val 676,2
","val 676,3
","val 676,4
"
"val 677,0
","val 677,1
","val 677,2
","val 677,3
","val 677,4
"
"val 678,0
","val 678,1
","val 678,2
","val 678,3
","val 678,4
"
"val 679,0
","val 679,1
","val 679,2
","val 679,3
","val 679,4
"
"val 680,0
","val 680,1
","val 680,2
","val 680,3
","val 680,4
"
"val 681,0
","val 681,1
","val 681,2
","val 681,3
","val 681,4
"
"val 682,0
","val 682,1
","val 682,2
","val 682,3
","val 682,4
"
"val 683,0
","val 683,1
","val 683,2
","val 683,3
","val 683,4
"
"val 684,0
","val 684,1
","val 684,2
","val 684,3
","val 684,4
"
"val 685,0
","val 685,1
","val 685,2
","val 685,3
","val 685,4
"
"val 686,0
","val 686,1
","val 686,2
","val 686,3
","val 686,4
"
"val 687,0
","val 687,1
","val 687,2
","val 687,3
","val 687,4
"
"val 688,0
","val 688,1
","val 688,2
","val 688,3
","val 688,4
"
"val 689,0
","val 689,1
","val 689,2
","val 689,3
","val 689,4
"
"val 690,0
","val 690,1
","val 690,2
","val 690,3
","val 690,4
"
"val 691,0
","val 691,1
","val 691,2
","val 691,3
","val 691,4
"
"val 692,0
","val 692,1
","val 692,2
","val 692,3
","val 692,4
"
"val 693,0
","val 693,1
","val 693,2
","val 693,3
","val 693,4
"
"val 694,0
","val 694,1
","val 694,2
","val 694,3
","val 694,4
"
"val 695,0
","val 695,1
","val 695,2
","val 695,3
","val 695,4
"
"val 696,0
","val 696,1
","val 696,2
","val 696,3
","val 696,4
"
"val 697,0
","val 697,1
","val 697,2
","val 697,3
","val 697,4
"
"val 698,0
","val 698,1
","val 698,2
","val 698,3
","val 698,4
"
"val 699,0
","val 699,1
","val 699,2
","val 699,3
","val 699,4
"
"val 700,0
","val 700,1
","val 700,2
","val 700,3
","val 700,4
"
